Item Details,Unit,Apr,Amt.,May,Amt.,Jun,Amt.,Jul,Amt.,Aug,Amt.,Sep,Amt.,Oct,Amt.,Nov,Amt.,Dec,Amt.,Jan,Amt.,Feb,Amt.,Mar,Amt.,Total Qty.,Total Amt.
LC Oily Skin 120 ml,PCS,250.00,35778.10,212.00,30094.20,294.00,42049.56,272.00,36923.56,220.00,31584.00,290.00,41703.22,160.00,25057.60,216.00,33494.64,386.00,60194.22,288.00,44963.65,154.00,23987.38,194.00,29877.86,2936.00,435707.99
LC Oily Skin 60 ml,PCS,180.00,15269.40,324.00,27359.52,309.00,26054.07,369.00,30958.52,297.00,26841.34,219.00,19521.73,225.00,20070.80,327.00,30527.01,366.00,32810.64,231.00,21043.02,150.00,13272.72,369.00,33066.81,3366.00,296795.58
LC Sunscreen SPF 50 -50g,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,3992.34,0.00,0.00,0.00,0.00,23.00,2550.66,0.00,0.00,0.00,0.00,108.00,10131.84,167.00,16674.84
LC Tri Activ Disinfectant Liquid 500ML,PCS,0.00,0.00,0.00,0.00,0.00,0.00,24.00,4682.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,4682.64
Lion Arabian Seeded Dates 250gm (1+1),PCS,251.00,18045.72,292.00,22217.47,169.00,13065.76,33.00,2577.63,166.00,13022.45,54.00,4245.04,76.00,5971.62,744.00,58772.98,372.00,29545.64,624.00,49517.68,858.00,68085.70,-4.00,-315.26,3635.00,284752.43
Lion Arabian Seeded Dates 500gm,PCS,4480.00,322291.20,0.00,0.00,12.00,1800.00,0.00,0.00,6000.00,444360.00,5600.00,404992.00,0.00,0.00,6000.00,444360.00,0.00,0.00,0.00,0.00,-7.00,-1050.00,50.00,7883.00,22135.00,1624636.20
Lion Arabian Seeded Dates 500gm (1+1),PCS,2128.00,322242.40,3300.00,497301.60,1992.00,301604.76,2333.00,354313.48,651.00,96827.60,1992.00,271628.56,95.00,14250.00,378.00,57337.12,210.00,31800.90,280.00,43144.00,550.00,83001.92,175.00,26624.96,14084.00,2100077.30
Lion Buman Dates 500gm,PCS,90.00,12692.70,24.00,3384.72,24.00,3731.76,24.00,3731.76,0.00,0.00,0.00,0.00,0.00,0.00,96.00,13538.88,0.00,0.00,48.00,6769.44,0.00,0.00,0.00,0.00,306.00,43849.26
Lion Dates Syrup 1000gm,PCS,80.00,22355.20,0.00,0.00,90.00,25314.90,20.00,5641.00,40.00,11142.80,60.00,16714.20,40.00,11142.80,100.00,27857.00,104.00,29389.00,20.00,5571.40,20.00,5571.40,0.00,0.00,574.00,160699.70
Lion Dates Syrup 250gm,PCS,92.00,6018.80,60.00,4595.30,18.00,1375.74,50.00,3821.50,113.00,8655.59,25.00,1910.75,50.00,3821.50,104.00,7928.67,75.00,5732.25,60.00,4595.30,90.00,6892.95,55.00,4208.40,792.00,59556.75
Lion Dates Syrup 500gm,PCS,57.00,8141.24,65.00,9303.70,74.00,10585.58,66.00,9494.62,100.00,14421.28,-2.00,-289.28,135.00,19440.96,123.00,17619.84,110.00,16026.58,51.00,7325.02,64.00,9192.88,54.00,7676.92,897.00,128939.34
Lion Delicasy Dates 250gm,PCS,0.00,0.00,0.00,0.00,176.00,18068.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,18068.16
Lion Delicasy Dates 500gm,PCS,0.00,0.00,0.00,0.00,72.00,13558.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,13558.32
Lion Deseeded Dates 200gm Refill,PCS,801.00,30212.25,219.00,8597.16,780.00,31258.08,600.00,21121.44,716.00,25117.20,4.00,140.00,756.00,26462.53,1264.00,44554.40,1411.00,49516.27,2212.00,77869.56,1122.00,41811.63,761.00,30526.96,10646.00,387187.48
Lion Deseeded Dates 250gm Cup,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.00,-891.00,-18.00,-891.00
Lion Deseeded Dates 500gm Cup,PCS,1200.00,125688.00,284.00,29685.43,1125.00,117978.75,689.00,72080.56,291.00,31067.88,258.00,27937.43,120.00,12771.60,590.00,62625.40,440.00,47383.81,493.00,52859.68,385.00,39732.20,186.00,19682.51,6061.00,639493.25
Lion Deseeded Dates 500gm Refill,PCS,1094.00,109533.85,673.00,67410.12,1159.00,119859.39,974.00,100185.64,1824.00,187941.00,582.00,60439.85,1301.00,135045.01,1824.00,186791.44,1571.00,161743.38,1492.00,153978.64,1085.00,111221.22,1054.00,109438.54,14633.00,1503588.08
Lion Desert King Dates 250gm Cup,PCS,0.00,0.00,120.00,11314.71,144.00,12774.52,202.00,19388.62,180.00,17423.40,121.00,13418.66,216.00,20944.17,142.00,13626.38,355.00,34013.05,330.00,32427.60,386.00,36802.28,610.00,62452.12,2806.00,274585.51
Lion Desert King Dates 250gm-P,PCS,0.00,0.00,24.00,2291.28,0.00,0.00,0.00,0.00,0.00,0.00,144.00,12913.92,0.00,0.00,0.00,0.00,174.00,15604.32,72.00,6456.96,0.00,0.00,0.00,0.00,414.00,37266.48
Lion Desert King Dates 500gm Cup,PCS,69.00,12675.30,556.00,101642.34,312.00,54110.08,309.00,56661.15,122.00,22437.52,259.00,47078.20,12.00,2204.40,206.00,37842.09,212.00,39080.28,147.00,27003.90,180.00,34314.68,108.00,21481.34,2492.00,456531.28
Lion Desert King Dates 500gm Refill,PCS,160.00,28116.80,0.00,0.00,200.00,35638.00,40.00,7145.20,140.00,25515.20,120.00,21259.60,40.00,7057.20,280.00,49576.40,120.00,21435.60,6.00,1058.58,120.00,21347.60,77.00,13658.55,1303.00,231808.73
Lion Layina Seeded Dates 250gm,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.00,-2184.00,-52.00,-2184.00
Lion Mix Fruit Jam 250gm Combo,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.00,-837.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.00,-837.59
Lion Muscat Dates 500gm Refill,PCS,140.00,24932.80,100.00,17712.40,120.00,21124.20,160.00,26637.80,200.00,35506.04,39.00,6853.08,200.00,35314.40,220.00,38946.60,178.00,31514.14,138.00,23497.34,263.00,46684.89,193.00,34182.99,1951.00,342906.68
Lion Qyno Seeded Dates 250gm (1+1),PCS,210.00,12569.40,29.00,1971.15,36.00,2442.96,108.00,7379.88,126.00,8626.86,108.00,7512.12,195.00,13319.40,166.00,11273.56,188.00,12908.98,68.00,4639.98,240.00,16286.40,146.00,10078.56,1620.00,109009.25
Lion Qyno Seeded Dates 500gm,PCS,6000.00,386220.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,389340.00,5520.00,358192.80,0.00,0.00,6000.00,389340.00,0.00,0.00,0.00,0.00,0.00,0.00,-43.00,-3225.00,23477.00,1519867.80
Lion Qyno Seeded Dates 500gm (1+1),PCS,2014.00,268002.98,1578.00,209945.04,2100.00,279020.60,2279.00,303072.37,1500.00,198916.20,954.00,126598.57,1400.00,185117.20,1840.00,244389.60,923.00,122965.69,1548.00,205605.32,812.00,105589.16,776.00,106174.60,17724.00,2355397.33
MNL PASTA CUCINA ITALIAN PENNE 400GM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1999.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1999.68
MNL PASTA PREMIUM FUSILLI 400GM 120/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1714.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1714.08
MNL PASTA PREMIUM PENNE 400GM 120/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1714.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1714.08
Moods Allnight 12's 110/-,PCS,22.00,1672.00,56.00,4246.00,18.00,1386.00,26.00,2002.00,18.00,1386.00,12.00,924.00,163.00,10758.00,26.00,1958.00,2.00,143.00,22.00,1683.00,0.00,0.00,255.00,18737.00,620.00,44895.00
MOODS ALLNIGHT 20's 180/-,PCS,0.00,0.00,180.00,22680.00,0.00,0.00,20.00,2520.00,0.00,0.00,0.00,0.00,10.00,1080.00,60.00,6480.00,0.00,0.00,0.00,0.00,0.00,0.00,235.00,26127.00,505.00,58887.00
Moods Allnight 3's  30/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,612.00,11016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,1080.00,672.00,12096.00
MOODS CHOCOLATE 12's 110/-,PCS,0.00,0.00,20.00,1540.00,0.00,0.00,20.00,1540.00,0.00,0.00,0.00,0.00,180.00,11880.00,0.00,0.00,-20.00,-1320.00,0.00,0.00,0.00,0.00,212.00,14988.00,412.00,28628.00
Moods Chocolate 3's  30/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.00,11124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.00,11124.00
MOODS DEO IGNYTE 200ML 220/-,PCS,0.00,0.00,48.00,7090.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00,17898.24,0.00,0.00,96.00,8948.16,72.00,8725.68,408.00,42662.16
MOODS DEO MISCHIF 200ML 220/-,PCS,0.00,0.00,48.00,7090.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00,31321.92,0.00,0.00,96.00,8948.16,72.00,8725.68,552.00,56085.84
MOODS DEO SEDUXN 200ML 220/-,PCS,0.00,0.00,47.00,6972.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00,31321.92,0.00,0.00,96.00,8948.16,72.00,8725.68,551.00,55968.38
MOODS DEO WYLD 200ML 220/-,PCS,0.00,0.00,47.00,6949.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00,31321.92,0.00,0.00,96.00,8948.16,72.00,8725.68,551.00,55945.26
MOODS DOTTED 12's 110/-,PCS,140.00,10472.00,152.00,11440.00,6.00,462.00,168.00,12584.00,24.00,1848.00,12.00,924.00,218.00,14586.00,16.00,1210.00,14.00,1034.00,-10.00,-1266.00,6.00,462.00,286.00,19558.00,1032.00,73314.00
MOODS DOTTED 20's,PCS,0.00,0.00,180.00,22680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,2808.00,60.00,6480.00,-26.00,-2808.00,0.00,0.00,0.00,0.00,222.00,25020.00,462.00,54180.00
Moods Dotted 3's  30/,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.00,11124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.00,11124.00
Moods Eyecandy Allnight 10's 80/-,PCS,721.00,39222.40,0.00,0.00,0.00,0.00,803.00,43683.20,336.00,20563.20,0.00,0.00,510.00,31212.00,100.00,6120.00,470.00,28764.00,501.00,31681.20,10.00,612.00,0.00,0.00,3451.00,201858.00
MOODS FEMALE CONDOM  VELVET20's 100/-,PCS,0.00,0.00,48.00,3360.00,0.00,0.00,20.00,1400.00,0.00,0.00,0.00,0.00,4.00,240.00,12.00,720.00,0.00,0.00,23.00,1610.00,19.00,1330.00,49.00,3420.00,175.00,12080.00
MOODS RIBBED 12's 110/-,PCS,0.00,0.00,20.00,1540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.00,10956.00,0.00,0.00,0.00,0.00,20.00,1540.00,0.00,0.00,220.00,16248.00,426.00,30284.00
MOODS RIBBED 3's 30/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,415.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,415.80
Moods Silver 1500 Dots 12's Scented 150/,PCS,112.00,11424.00,20.00,2100.00,0.00,0.00,12.00,1260.00,14.00,1470.00,0.00,0.00,166.00,14940.00,0.00,0.00,14.00,1560.00,20.00,2100.00,0.00,0.00,232.00,21750.00,590.00,56604.00
Moods Silver Electrify 12's 150/,PCS,12.00,1260.00,20.00,2100.00,8.00,840.00,20.00,2100.00,9.00,892.50,12.00,1176.00,172.00,15480.00,4.00,420.00,0.00,0.00,24.00,2520.00,0.00,0.00,231.00,21652.50,512.00,48441.00
Moods Silver Joyride 12's Scented 150/,PCS,93.00,9486.00,281.00,28722.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,14400.00,0.00,0.00,0.00,0.00,13.00,1050.00,0.00,0.00,216.00,19969.20,763.00,73627.20
Moods Silver Joyride 3's Scented 50/,PCS,7.00,266.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,456.00,12.00,456.00,0.00,0.00,6.00,228.00,6.00,228.00,6.00,228.00,0.00,0.00,6.00,228.00,55.00,2090.00
MOODS STRAWBERRY 12's 110/-,PCS,18.00,1386.00,38.00,2926.00,0.00,0.00,12.00,924.00,49.00,3734.50,34.00,2448.60,180.00,11880.00,18.00,1386.00,-20.00,-1320.00,30.00,2310.00,6.00,462.00,232.00,16836.00,597.00,42973.10
MOODS STRAWBERRY 3's 30/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.00,11124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.00,11124.00
MOODS ULTRATHIN 12's 110/-,PCS,44.00,3344.00,52.00,3960.00,24.00,1848.00,36.00,2772.00,38.00,2926.00,36.00,2923.92,200.00,13200.00,14.00,1078.00,6.00,462.00,20.00,1540.00,12.00,966.00,186.00,13920.00,668.00,48939.92
MOODS ULTRATHIN 20's 180/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,2394.00,0.00,0.00,60.00,6480.00,12.00,1512.00,0.00,0.00,0.00,0.00,246.00,27486.00,338.00,37872.00
MOODS ULTRATHIN 3's 30/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,612.00,11016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,936.00,664.00,11952.00
MOODS ULTRATHIN EYECANDY 10's 80/-,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,252.00
Moods Variety Pack 130/,PCS,16.00,1352.00,116.00,10452.00,0.00,0.00,40.00,3640.00,33.00,2905.50,24.00,1965.60,18.00,1404.00,26.00,2080.00,-10.00,-728.00,14.00,1248.00,24.00,2158.00,246.00,19851.00,547.00,46328.10
Morton  BABY CORN  800 GMS 190 *24,PCS,48.00,6384.00,24.00,3192.00,0.00,0.00,24.00,3192.00,24.00,3192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,15960.00
Morton  BAKED BEANS IN TOMATO SAUCE 450,PCS,96.00,5015.14,144.00,7714.18,96.00,5255.04,48.00,2700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384.00,20684.36
Morton  CHERRIES  850 GMS 210 *24,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,6157.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,6157.20
Morton  CHOCO FLAKES BOX 250 GMS*48,PCS,0.00,0.00,0.00,0.00,48.00,3437.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,3437.28
Morton  CORN FLAKES  250 GMS 50*48,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-219.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,-219.75
Morton  CORN FLAKES  POUCH 200 GMS 50*60,PCS,36.00,1288.98,36.00,1288.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,2577.78
Morton  FRUIT COCKTAIL 850 GMS 130 *24,PCS,0.00,0.00,48.00,5913.14,0.00,0.00,24.00,2139.36,48.00,4278.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,12331.22
Morton  GOLGAPPA 200 ML 45 * 36,PCS,48.00,1532.16,48.00,1532.16,72.00,2390.16,23.00,822.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.00,6276.73
Morton  GREEN CHILLI SAUCE 200G 36*50,PCS,0.00,0.00,0.00,0.00,72.00,2089.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,2089.44
Morton  GREEN CHILLI SAUCE 700G 80*18,PCS,108.00,5738.04,107.00,5451.84,162.00,8694.00,18.00,1157.04,36.00,1831.32,54.00,2869.02,18.00,936.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,503.00,26677.44
Morton  MANGO JAM 250 GMS *24,PCS,0.00,0.00,0.00,0.00,36.00,1462.50,0.00,0.00,29.00,1193.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,2655.63
Morton  MANGO PANNA 750 ML 130 *18,PCS,36.00,2716.14,72.00,4731.50,36.00,2716.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,10163.78
Morton  MIXED FRUIT JAM 250 GMS 64 *36,PCS,72.00,2925.18,36.00,1462.32,36.00,1462.68,0.00,0.00,72.00,2925.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.00,8775.54
Morton  MIXED FRUIT JAM 450G 140*24,PCS,72.00,7028.58,72.00,7028.58,96.00,9188.58,48.00,4560.00,-24.00,-2640.00,120.00,12000.00,72.00,6960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,456.00,44125.74
Morton  ORANGE MARMALADE JAM  450 GMS 12,PCS,96.00,8400.00,96.00,9943.08,264.00,26228.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,456.00,44571.66
Morton  ORANGE MARMALDE JAM 270 GM 65*24,PCS,108.00,4387.50,36.00,1462.32,72.00,3100.32,0.00,0.00,-1.00,-45.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,8904.64
Morton  PINEAPPLE CHUNKS  850 GMS 110 *2,PCS,48.00,3064.28,48.00,3064.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,6128.56
Morton  PINEAPPLE JAM 270 GMS 65 *24,PCS,48.00,1950.00,36.00,1462.38,24.00,987.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,4399.74
Morton  RED CHILLI SAUCE  750 GMS 75 *12,PCS,90.00,4781.70,144.00,7650.72,72.00,3824.64,108.00,5736.96,0.00,0.00,36.00,1912.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,23906.70
Morton  RED CHILLI SAUCE 200G 45*36,PCS,0.00,0.00,0.00,0.00,48.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1500.00
Morton  SARSON KA SAAG PLAIN 450 GMS 75,PCS,144.00,8346.90,0.00,0.00,144.00,8347.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.00,16694.58
Morton  SOYA SAUCE 700 GMS 70 *12,PCS,0.00,0.00,18.00,1012.50,126.00,7087.50,54.00,3037.50,12.00,675.00,90.00,5062.50,18.00,1012.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318.00,17887.50
Morton  SYNTHETIC VINEGAR 650 ML 70*18,PCS,90.00,4271.40,270.00,12816.18,234.00,11103.12,18.00,854.28,0.00,0.00,126.00,5979.96,36.00,1406.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,774.00,36431.28
Morton  TOMATO PASTE 900 GMS 180 *24,PCS,0.00,0.00,48.00,6407.14,48.00,6407.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,12814.18
Morton  TOMATO PUREE  850G 100*24,PCS,24.00,1977.32,24.00,1894.24,48.00,3788.60,24.00,1894.32,24.00,1894.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,11448.80
Morton GREEN CHILLI SAUCE 900 GMS 70*24,PCS,0.00,0.00,126.00,6625.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.00,6625.98
Morton LIME JUICE CORDIAL 750ML 130*18,PCS,36.00,2716.14,36.00,2716.08,36.00,2716.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,8148.36
Morton MUSHROOM IN BRINE 800 GM 229*24,PCS,48.00,7144.80,0.00,0.00,0.00,0.00,0.00,0.00,24.00,3572.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,10717.20
Morton ORANGE MARMALADE JAM (BLISTER) 16,PCS,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-45.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-45.50
MORTON PASTA FUSILLI 500GM,PCS,16.00,1138.50,60.00,4575.20,340.00,26561.20,148.00,11182.28,20.00,1561.80,700.00,54691.00,20.00,851.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1304.00,100561.78
MORTON PASTA MACRONI 500GM,PCS,60.00,4687.80,60.00,4687.20,300.00,23436.40,131.00,10066.61,60.00,4687.80,480.00,37505.20,20.00,1562.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1111.00,86633.61
MORTON PENNE PASTA 500GM,PCS,40.00,3125.20,24.00,905.90,400.00,31248.40,44.00,3191.52,100.00,7812.60,640.00,50003.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1248.00,96286.62
Morton TOMATO KETCHUP (N.P) 200 GM *36,PCS,-13.00,-376.09,36.00,771.42,0.00,0.00,36.00,1044.72,32.00,810.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,2250.93
Morton TOMATO KETCHUP (N.P) 500 GM *12,PCS,18.00,992.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,992.42
Morton TOMATO KETCHUP 200 POUCH GM *60,PCS,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,-101.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,-101.36
Morton TOMATO KETCHUP 950G Pch 130*12,PCS,24.00,1950.00,240.00,19360.76,60.00,4805.40,72.00,5850.00,12.00,905.40,252.00,20475.00,48.00,3830.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,708.00,57176.96
MURLIWALA ALMOND KERNEL 250GM,PCS,-71.00,-15392.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.00,-15392.09
OLEEV ACTIVE - 1 LTR Pouch,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,4476.20,48.00,8952.40,48.00,8952.40,4.00,0.00,24.00,4476.20,88.00,12571.20,0.00,0.00,-3.00,-666.30,233.00,38762.10
OLEEV ACTIVE 5 LTR JAR,PCS,0.00,0.00,1.00,1202.20,0.00,0.00,0.00,0.00,4.00,4807.60,8.00,9616.44,8.00,9615.20,4.00,4807.60,4.00,4807.60,28.00,32533.20,0.00,0.00,-4.00,-4380.00,53.00,63009.84
OLEEV EX  LIGHT- 1 LTR MRP 1499,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,-5427.00,-9.00,-5427.00
OLEEV HEALTH 1 LTR Pouch,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00
OLEEV HEALTH 5 LTR JAR,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2000.00,0.00,0.00,4.00,4000.00,4.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10000.00
Oleev Pomace 5 Ltr Tin,PCS,0.00,0.00,28.00,41180.96,0.00,0.00,0.00,0.00,-3.00,-3704.76,0.00,0.00,4.00,6095.24,0.00,0.00,0.00,0.00,4.00,6476.20,4.00,6476.20,0.00,0.00,37.00,56523.84
OLEEV SMART 5LTR JAR MRP 1180,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1500.96,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1500.96
